id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28157472,Iconic Beacon Hill / Downtown Boston Apartment,108741752,Cassandra,,Beacon Hill,42.36029288395913,-71.0655623023461,Entire home/apt,399,1,7,2018-10-02,5.38,6,113
28159002,Very nice 1 bedroom apartment all to yourself!,212690463,Adam,,South Boston,42.332079654841756,-71.05189087623805,Entire home/apt,97,2,1,2018-10-08,1,1,318
28159710,"Private, Friendly Room in Chinatown",144901841,Tan,,Chinatown,42.34902902873786,-71.0602093585816,Private room,113,1,1,2018-10-06,1,1,5
28161172,"Room w/ Private Bathroom, Park free, near transit",201935605,Sherwin,,Hyde Park,42.25085381957499,-71.11705488028565,Private room,55,3,5,2018-09-13,3.85,5,47
28166033,Broadway St w/ Private Patio King Bed Apartment!,1118374,Matthew,,South Boston,42.334932733494874,-71.04344982037107,Entire home/apt,178,1,4,2018-09-22,3.43,38,343
28173120,Jamaica Plain Condo close to Orange line (T stop),1464649,Mary,,Jamaica Plain,42.311813622117036,-71.11189144051671,Entire home/apt,120,2,4,2018-10-08,4,1,1
28173297,Angels Nest 2,171113060,Daniel,,Hyde Park,42.24173514729817,-71.13875832257595,Private room,35,2,2,2018-09-14,1.71,2,360
28177160,Posh Boston 1 Bedroom apt + Pool and Gym!,163251048,Jen,,Fenway,42.34468831971376,-71.09771352711594,Entire home/apt,499,3,0,,,50,365
28181728,Five Bedroom House near the Charles River,26956083,Todd,,Brighton,42.36074086679659,-71.14079716734526,Entire home/apt,269,90,0,,,39,249
28183289,Newbury St. Cozy 2 Bedroom,48494513,Inn Boston,,Back Bay,42.34929218841097,-71.08535825317327,Entire home/apt,350,2,1,2018-09-03,0.77,38,340
28192502,"Master Bedroom, His/Her Closets, 1 Fam Home JP/Rox",12521814,Nav,,Roxbury,42.317129965639104,-71.09738083709325,Private room,68,2,2,2018-09-18,1.87,19,73
28194026,Luxury Waterfront (North End)- 60 night min rental,83264972,Taylor,,North End,42.367576657514746,-71.05285250366616,Entire home/apt,100,1,0,,,9,333
28201372,Bright and Cozy Private Bedroom in Jamaica Plain,6940838,Alissa,,Jamaica Plain,42.30761766708843,-71.10209162917934,Private room,60,1,0,,,1,69
28205979,Travel Nurses! South Boston rooms,27433636,Audrey,,South Boston,42.333754085696434,-71.0321030084355,Private room,63,7,0,,,1,134
28209269,"A Family Affair

Hostile style sleeping space",189401481,Donalyn,,Dorchester,42.2969357067623,-71.08463763352678,Private room,105,1,5,2018-09-17,4.29,3,49
28218323,Executive Suits in Downtown Boston Unit 4,207623401,The Ritz Concept,,Chinatown,42.35129759373083,-71.05951392021674,Entire home/apt,249,2,3,2018-10-03,2.50,4,66
28220321,Spacious private room in a 3 bedroom apartment,184164710,Shruti,,Mission Hill,42.33170679991064,-71.11120610340566,Private room,60,1,0,,,1,66
28220765,Gray street 1st floor room 2,127574084,Robert,,South End,42.344383556753186,-71.07222039006888,Private room,90,2,0,,,2,16
28226656,Crow's Nest,213208594,Benny,,Dorchester,42.28368886881486,-71.08205231825902,Private room,80,3,1,2018-09-30,1,1,171
28229123,波士顿近波士顿学院高级公寓,147288680,Judy,,Brighton,42.34459142342454,-71.16807224746748,Entire home/apt,100,180,0,,,1,362
28230894,Awesome LOCATION  for a COMFORTABLE stay,22378337,Marco,,Chinatown,42.35114656175266,-71.06123324879833,Entire home/apt,207,2,6,2018-10-02,6,1,55
28241815,Luxury - 3 Bed - Next to Prudential #65,133927887,Alex & Kat,,Back Bay,42.34408971595582,-71.0837763337222,Entire home/apt,329,2,0,,,11,214
28242815,Charming 3 Bed Near Hynes convention center #20,133927887,Alex & Kat,,Back Bay,42.34565306044152,-71.08562892243829,Entire home/apt,329,2,1,2018-09-24,1,11,38
28248388,4 Bedroom close Fenway & Downtown Boston,211187848,Estefania,,Jamaica Plain,42.325493996093094,-71.1056974020399,Shared room,60,1,2,2018-09-27,2,14,362
28250834,Private Bedroom Near Downtown,23916912,Zach,,East Boston,42.37711615957637,-71.03633006497846,Private room,75,1,5,2018-10-02,5,1,154
28276209,40-2 Perfect Beacon Hill Studio!,21184200,Paige,,Beacon Hill,42.36062877465997,-71.06812658487561,Entire home/apt,199,1,0,,,42,335
28276984,Boston House,213556502,Anthony,,South End,42.34215551411511,-71.07165332076517,Private room,250,2,1,2018-09-15,1,1,36
28280255,Cozy room in spacious condo 10min to Red Line!,4718853,Elisabeth,,Dorchester,42.318499840141364,-71.05992258439038,Private room,75,2,1,2018-10-05,1,1,241
28281698,420 Mission Hill,192548695,420 Suites,,Mission Hill,42.32705829815788,-71.10043190311933,Entire home/apt,279,2,0,,,5,46
28285481,Boston Room 1,213613694,Manuel,,Dorchester,42.301725946152715,-71.08281408568246,Private room,35,1,5,2018-10-08,5,4,69
28286026,FANTASTIC 1Bed 1 BR South End close to everything!,180713750,Luis,,South End,42.340485857615846,-71.07353319859438,Entire home/apt,230,1,5,2018-10-03,4.55,4,293
28296635,Luxurious Private Bed/Bath in a Prime Location!,213605820,Sam,,Downtown,42.36429689092076,-71.061811739589,Private room,95,2,4,2018-09-29,4,1,68
28298193,Luxury Waterfront Apt (North End),180283497,Michelle,,North End,42.36682866069938,-71.05296970736005,Entire home/apt,110,30,0,,,4,342
28300273,4 Bedroom close to Fenway & Downtown Boston,186482792,Sole,,Jamaica Plain,42.325010450769504,-71.10535768433354,Shared room,50,1,2,2018-09-26,2,8,358
28300619,Loft in Back Bay with Concierge/Pool/ Gym,19957302,Lu,,Fenway,42.34656884393566,-71.08892716423621,Entire home/apt,175,5,1,2018-09-16,1,2,1
28302081,La Casa Boheme 2,59978794,Gianni,,Roxbury,42.31877245126181,-71.08946586722674,Private room,69,2,0,,,2,80
28303836,Right Near Convention Center And Train Station,24116200,Peter,,South Boston,42.340109031161205,-71.05659995409748,Entire home/apt,228,1,8,2018-10-09,7.27,1,238
28304380,safari room,21348186,Marla,,Dorchester,42.28790630554529,-71.06245367453643,Private room,42,28,0,,,7,54
28306371,Cozy South End - Back Bay - Downtown Apartment,142808482,Cassie,,South End,42.33945196480449,-71.07479109221661,Entire home/apt,199,1,5,2018-10-02,4.41,3,323
28314968,(31) Great single room,68367007,Euphy,,East Boston,42.38774771592819,-71.00532891287281,Private room,50,1,0,,,9,84
28331694,Back Bay Condos 1BD/1BA 5,8534462,Nadia,,Back Bay,42.34597100687531,-71.08376518643024,Entire home/apt,220,2,1,2018-09-14,1,28,312
28332052,Back Bay Condos 1BD/1BA 7,8534462,Nadia,,Back Bay,42.34479499804315,-71.0852600291208,Entire home/apt,220,2,2,2018-09-25,2,28,309
28332361,One bedroom on Newbury Street!,71347050,Charlotte,,Back Bay,42.34967548647848,-71.08202153854097,Entire home/apt,200,2,0,,,1,5
28332381,Back Bay Condos 1BD/1BA 6,8534462,Nadia,,Back Bay,42.34456450434757,-71.08499352110255,Entire home/apt,220,2,0,,,28,316
28337171,Copley Condos 1BD 2,8534462,Nadia,,Back Bay,42.34676382727274,-71.07863034112135,Entire home/apt,250,2,2,2018-10-04,2,28,354
28337464,Copley Condos 1BD 3,8534462,Nadia,,Back Bay,42.34706747641294,-71.07987577717326,Entire home/apt,250,2,1,2018-09-13,1,28,340
28340540,Abigayle's Bed and Breakfast M263K3,32532791,Marie,,Fenway,42.3504139501917,-71.09528186834729,Private room,175,2,0,,,30,26
28341349,Budget Apartment at Best Location,214003128,Boston Home Buzz,,Chinatown,42.35152198077932,-71.06130009535558,Entire home/apt,129,1,4,2018-09-30,4,1,53
28341833,Comfy Spacious Room Near Harvard BS,194167208,Reina,,Allston,42.36251269185382,-71.13094029605215,Private room,60,2,8,2018-10-08,8,2,32
28343940,*VERY MODERN AND CONVENIENT* Maverick Suite,214020618,Bridget,,East Boston,42.37684917549884,-71.03364155089541,Private room,62,1,7,2018-10-09,7,4,40
28346189,New & Spacious 5 Bed 2 Bath near Downtown Boston,102498215,Michael,,South Boston,42.3369577510316,-71.04683904586774,Entire home/apt,379,3,0,,,1,313
28357833,North End New Nice Apartment - Queen Bed!,1118374,Matthew,,North End,42.36416765090193,-71.0576066977872,Entire home/apt,177,1,4,2018-09-25,3.64,38,360
28358098,Best Location Boston Brown Stone,214112495,Mark,,Back Bay,42.34676529722648,-71.08550080867057,Shared room,70,1,4,2018-10-05,4,1,65
28358829,3 Private Bedroom close Fenway & Downtown Boston,186482792,Sole,,Jamaica Plain,42.32551313678414,-71.10464699189033,Private room,110,1,1,2018-09-16,1,8,361
28360335,"1 BR, Back Bay next to Boston Public Garden by blueground (2)",107434423,Blueground,,Downtown,42.350985887422794,-71.0683977957617,Entire home/apt,150,30,0,,,6,319
28361213,Boston Room 2,213613694,Manuel,,Dorchester,42.30177467221456,-71.08292274912878,Private room,42,1,4,2018-10-07,4,4,155
28361469,Boston Room 3,213613694,Manuel,,Dorchester,42.30215851667697,-71.0832329625788,Private room,42,1,1,2018-09-21,1,4,130
28361786,Boston Room 4,213613694,Manuel,,Dorchester,42.303514061139374,-71.08285181735093,Private room,42,1,3,2018-09-30,3,4,166
28362917,New Bathroom and New Floors! One Bedroom North End,1118374,Matthew,,North End,42.36369366409176,-71.05324890837349,Entire home/apt,187,1,1,2018-09-26,1,38,341
28366836,Brand New Development! Spacious 4Bed 2Bath Slp 12,35150093,Erica,,South Boston,42.336883340990994,-71.04664152836399,Entire home/apt,350,3,0,,,1,316
28382595,Elegant Suites in Westland Avenue,4140161,Corporate,,Fenway,42.344353107858836,-71.0886174541044,Entire home/apt,499,1,0,,,9,320
28383975,Westland Avenue Elegant One Bedroom Suites,4140161,Corporate,,Fenway,42.34470112916975,-71.08852903303153,Entire home/apt,499,1,0,,,9,320
28386199,New Heart of The North End One BR Duplex Suite,51673899,Heath Mangement Co. Inc.,,North End,42.36517267178605,-71.05219597337238,Entire home/apt,229,2,0,,,11,328
28386218,Quintessential Boston Apartment,20613664,Courtney,,Beacon Hill,42.36051882984035,-71.0694838880363,Shared room,75,2,2,2018-09-28,2,1,12
28386586,"Boston Multi-unit building, North End",214303450,Phillip,,North End,42.36820053019873,-71.05311096373563,Private room,140,1,0,,,1,171
28386734,New Heart of the North End Two Bedroom Suite,51673899,Heath Mangement Co. Inc.,,North End,42.36681084218922,-71.0531324267636,Entire home/apt,329,2,0,,,11,338
28388351,North End cosy one bedroom,23208191,Baptiste,,North End,42.364250493807646,-71.05774401457997,Entire home/apt,163,4,0,,,1,33
28389685,"2 bedroom unit with Stunning view, Step to subway",149888840,Iris,,Downtown,42.35516958147761,-71.06259584357211,Entire home/apt,200,1,0,,,4,74
28391831,Quick Walk to Metro + Free Cleaning & WiFi!,161324994,Adam & Blaine,,Jamaica Plain,42.32313909016117,-71.10971669091506,Private room,35,30,0,,,1,54
28401069,1-Bedroom in Savin Hill,11243902,Andrea,,Dorchester,42.31791111487613,-71.05394645813814,Private room,75,1,3,2018-09-30,3,1,314
28402577,Boston Renovated,19186260,Michelle & Christopher,,Dorchester,42.29206185939299,-71.05879622168804,Private room,110,1,2,2018-10-08,2,2,176
28410433,Beautiful private room in heart of Boston,131288031,Arash,,Fenway,42.34908472247703,-71.0989735816004,Private room,200,1,1,2018-10-08,1,3,174
28412216,Hynes Conv. Fenway Berklee Heart of Boston Room B,12521814,Nav,,Back Bay,42.34940776246272,-71.0833778973863,Private room,128,1,0,,,19,91
28413017,Private room close to the Airport,14211557,Joshua,,East Boston,42.381932077816735,-71.03411128530176,Private room,25,30,0,,,3,45
28413181,"Renovated, Sunny, Spacious Studio in Boston",96961013,Deb,,Brighton,42.337450366487886,-71.15125579958935,Entire home/apt,120,2,2,2018-09-30,2,3,324
28414720,Seaport Luxury Condo Conv Center Downtown Boston,214528977,John,,South Boston Waterfront,42.353294510952416,-71.04477160519994,Entire home/apt,219,2,1,2018-10-08,1,1,17
28415241,Luxury Condo -  Fenway Walk 4 Bed 2 Bath,155926571,Andressa,,Fenway,42.34343432632189,-71.09615000016481,Entire home/apt,290,2,6,2018-10-07,6,1,69
28425014,Lovely Apartment in Fabulous Neighborhood,37787658,Beverly,,South End,42.34162878893086,-71.07333668368672,Entire home/apt,150,30,0,,,1,164
28427969,Allston master suite - Queen bed/Private bathroom,4894567,Philippe,,Allston,42.35586219700097,-71.1378522093252,Private room,85,1,2,2018-10-08,2,1,105
28430063,New Heart of The North End Delux One Bedroom,51673899,Heath Mangement Co. Inc.,,North End,42.366994893769096,-71.05347312962111,Entire home/apt,259,2,0,,,11,332
28431105,Industrial 2BR in South End by Sonder,12243051,Sonder,,South End,42.34322734500205,-71.06466575023812,Entire home/apt,390,2,1,2018-09-18,1,326,215
28431763,Sweetheart of The North End Two Bedroom Suite,51673899,Heath Mangement Co. Inc.,,North End,42.36355293093415,-71.0535777263273,Entire home/apt,299,2,0,,,11,337
28432206,Sweetheart of The North End 2 Bedroom 1 Bath Apt.,51673899,Heath Mangement Co. Inc.,,North End,42.36389400181961,-71.05217044594356,Entire home/apt,299,2,1,2018-09-26,1,11,287
28432746,New Heart of The North End Great 2 Bedroom Deluxe,51673899,Heath Mangement Co. Inc.,,North End,42.36688895263455,-71.0524314605011,Entire home/apt,329,2,0,,,11,346
28433361,Sweetheart of The North End New 2 Bed Apartment,51673899,Heath Mangement Co. Inc.,,North End,42.36460593005056,-71.0529889655869,Entire home/apt,329,2,0,,,11,319
28433972,Sweetheart of The  North End 3BR 3Bath Duplex Apt.,51673899,Heath Mangement Co. Inc.,,North End,42.363143876025056,-71.05153429103551,Entire home/apt,379,2,0,,,11,315
28435232,2 br 2ba @ Fenway & the hospitals,210217496,Modern,,Jamaica Plain,42.3297557367885,-71.11197303133834,Entire home/apt,219,30,0,,,2,362
28440873,North end Luxury Condo,214706437,Rachel,,North End,42.36698447301479,-71.05546376617673,Entire home/apt,200,1,5,2018-10-09,5,1,63
28444138,3br 2ba in heart of Boston,210217496,Modern,,Mission Hill,42.33023191736447,-71.11205091118661,Entire home/apt,249,30,0,,,2,361
28445500,"Clean Cozy room, close to BU, BC, & 10 min 2 HBS",153165256,Reina,,Brighton,42.34226676619893,-71.14036851808322,Private room,56,2,6,2018-09-30,6,2,150
28445984,(23)Very close to Airport & Downtown,68367007,Euphy,,East Boston,42.38958022317102,-71.0079341645998,Private room,60,1,0,,,9,39
28450529,"Greenish Gothic Revival, second floor apartment",85960108,Dan,,Hyde Park,42.24862788713079,-71.12090764343952,Entire home/apt,165,2,1,2018-09-30,1,5,50
28461967,Boston Pad,82279626,Chloe,,Allston,42.349432713744235,-71.13083028332984,Entire home/apt,100,1,0,,,3,69
28466835,Alaska Street R24,188939923,Mort,,Roxbury,42.32061321487642,-71.07868755835779,Private room,95,2,2,2018-10-03,2,6,73
28484648,"Lux large 1bd+bath w parking, 5min to train",17814164,Jennifer,,West Roxbury,42.27972061051365,-71.16399509060854,Entire home/apt,225,2,0,,,2,69
28486115,"1 BR, 7min away from Charles River, Back Bay by blueground (1)",107434423,Blueground,,Bay Village,42.34925515153664,-71.07009910664848,Entire home/apt,167,30,0,,,6,286
28486458,Charming Boston brownstone in the South End,20590588,Nadine,,South End,42.34758563051462,-71.07203261496373,Private room,99,1,1,,,1,0
28487300,Quaint 1 Bedroom Apartment in Beacon Hill-Pets OK,112597646,Deniz,,Beacon Hill,42.35968570669516,-71.06604087144437,Entire home/apt,165,2,2,2018-10-07,2,1,41
28490348,Boston Apartment Seaport,18202088,Luxurious,,South Boston Waterfront,42.34870801140559,-71.0402718808303,Entire home/apt,250,30,0,,,26,270
28492594,Premier 3BR in South End by Sonder,12243051,Sonder,,South End,42.34432286600361,-71.06579588891843,Entire home/apt,340,2,1,2018-09-28,1,326,191
28492641,Distinct 2BR in South End by Sonder,12243051,Sonder,,South End,42.3437800581995,-71.06624225234818,Entire home/apt,388,2,1,2018-09-22,1,326,204
28492650,Picturesque 2BR in South End by Sonder,12243051,Sonder,,South End,42.34353290311231,-71.06484785886303,Entire home/apt,390,2,0,,,326,210
28492660,Classic 2BR in South End by Sonder,12243051,Sonder,,South End,42.34296092308363,-71.06531397236114,Entire home/apt,388,2,1,2018-09-23,1,326,218
28492687,Open-Concept 3BR in South End by Sonder,12243051,Sonder,,South End,42.343616997538014,-71.06460527590008,Entire home/apt,320,2,2,2018-09-30,2,326,187
28492715,Bright 2BR in South End by Sonder,12243051,Sonder,,South End,42.34507609573938,-71.06556180316477,Entire home/apt,388,2,2,2018-09-23,2,326,56
28492719,Desirable Studio in Downtown Crossing by Sonder,12243051,Sonder,,Chinatown,42.35196024037271,-71.06195842707854,Entire home/apt,296,2,0,,,326,201
28492737,Chic 2BR in South End by Sonder,12243051,Sonder,,South End,42.34471639404196,-71.06613897338849,Entire home/apt,388,2,1,2018-09-23,1,326,219
28493790,Alaska Street R21,188939923,Mort,,Roxbury,42.32190163045838,-71.07773353072369,Private room,65,2,0,,,6,75
28494830,Beautiful Boston Back Bay Studio,51015246,Metehan,,Back Bay,42.35386352585331,-71.07647797205651,Entire home/apt,150,3,3,2018-10-08,3,1,252
28508609,Comfortable Room in Spacious Brighton Apartment,147953467,Han,,Brighton,42.349374743894664,-71.1518402513944,Private room,47,1,4,2018-10-04,4,1,84
28510014,Brigham Circle Luxury Apt #1,14785487,Aihua,,Mission Hill,42.3334347266805,-71.10332714287321,Entire home/apt,350,4,2,2018-10-03,2,11,364
28510935,Boston Apartment,215193641,Euri,,Dorchester,42.2797860806805,-71.07757008886647,Entire home/apt,100,1,4,2018-09-24,4,1,75
28511293,Cozy Boston Studio w/Private Entrance & Parking,24981216,Carrie,,Hyde Park,42.26300401894467,-71.11847112623694,Entire home/apt,72,1,5,2018-10-10,5,3,71
28516618,2 Bedroom close Fenway park & Downtown Boston,186482792,Sole,,Jamaica Plain,42.325030367435254,-71.10459158252824,Shared room,50,1,2,2018-09-21,2,8,362
28516712,2 bedroom close to Fenway park & Downtown Boston,211187848,Estefania,,Jamaica Plain,42.325278314180615,-71.10571799957417,Shared room,50,1,3,2018-10-02,3,14,361
28516851,5 Bedroom close Fenway park & Downtown Boston,211187848,Estefania,,Jamaica Plain,42.32568073175302,-71.1056419383193,Shared room,50,1,3,2018-10-06,3,14,361
28516930,"Spacious, comfortable one bdr apartment in Boston!",39536288,A. Nessim,,South Boston,42.330295469273494,-71.06849191223975,Entire home/apt,168,5,0,,,1,337
28517412,Cozy & Quaint Home with Deck Access,70247562,EricaDiane,,Dorchester,42.32206816745413,-71.06182740493054,Entire home/apt,95,2,0,,,1,44
28517787,"Renovated, Sleeps 6,Victorian Home,BU, BC, MBTA",96961013,Deb,,Brighton,42.338800669053796,-71.1504618606687,Entire home/apt,200,2,2,2018-09-27,2,3,329
28526385,"One Bedroom Apartment in Boston, MA",90803186,Roya,,Allston,42.35034135418216,-71.13116141488271,Entire home/apt,160,1,0,,,1,35
28531225,"1 BR, 10 min walk from Public Boston Garden, by blueground (3)",107434423,Blueground,,Back Bay,42.34793490717505,-71.07275427126967,Entire home/apt,165,30,0,,,6,282
28537854,Modern Apartment Downtown Boston,213431987,Aino,,Chinatown,42.35121115980642,-71.06161452539985,Entire home/apt,200,2,0,,,1,30
28541306,(190D) Downtown Loft!,21184200,Paige,,Downtown,42.35754933220316,-71.05244968031015,Entire home/apt,175,2,2,2018-10-04,2,42,5
28542233,(116-9) Back Bay Studio & Loft,21184200,Paige,,Back Bay,42.3534191044538,-71.07652244818685,Entire home/apt,99,1,2,2018-09-30,2,42,260
28542980,Bedroom #1  in Brighton Center,110325408,Amanda,,Brighton,42.34888799709369,-71.15395621075956,Private room,48,1,11,2018-10-09,11,1,44
28561917,Convenient Apartment in Dorchester (Entire Place),215559177,Maria,,Dorchester,42.3195954312051,-71.05612513309849,Entire home/apt,65,1,4,2018-10-08,4,1,146
28565824,Beautiful house avail. for 2 months,7213502,Laurent,,Charlestown,42.38181604703925,-71.06537825995254,Entire home/apt,226,7,0,,,1,72
28567283,2BD/1.5 BR Luxury Condo in Allston w/ Garage Spot!,215605218,Rocky,,Allston,42.3534226933039,-71.13908786724438,Entire home/apt,165,2,0,,,1,8
28569308,Large Beautiful house 10 minutes away to Downtown,215617803,Zuzu,,Charlestown,42.38605584617729,-71.07788527879752,Entire home/apt,325,1,0,,,9,199
28571342,"Cozy,  large room, 10 minutes to Downtown Boston",215617803,Zuzu,,Charlestown,42.38555393621585,-71.0780757506194,Private room,79,1,1,2018-09-23,1,9,321
28571802,"Beautiful bedroom, 10 minutes to Downtown Boston 2",215617803,Zuzu,,Charlestown,42.385241751475846,-71.07937772012578,Private room,68,1,2,2018-09-24,2,9,301
28571952,"Sunny, Cozy bedroom 10 minutes to Downtown Boston",215617803,Zuzu,,Charlestown,42.38564414577077,-71.07944405597807,Private room,69,1,4,2018-09-29,4,9,332
28572173,"Large, Sunny bedroom 10 minutes to Downtown Boston",215617803,Zuzu,,Charlestown,42.3866533661282,-71.07933536934927,Private room,69,1,1,2018-09-17,1,9,304
28572319,10 minutes to Assembly Square and Downtown Boston,215617803,Zuzu,,Charlestown,42.38666283342032,-71.07928714971689,Private room,69,1,4,2018-10-01,4,9,335
28572389,10 minutes to Downtown Boston and Assembly Row,215617803,Zuzu,,Charlestown,42.385746306124034,-71.07844194165425,Private room,58,1,1,2018-09-23,1,9,346
28576067,Cozy Boston Apartment near Boston Medical Center,7070049,Courtney,,Roxbury,42.3291744490554,-71.06979010235466,Entire home/apt,125,14,0,,,1,120
28577657,Private Room in the heart of downtown  Boston!,215603586,Imane,,Chinatown,42.3478891020149,-71.05973343511084,Private room,80,1,3,2018-09-30,3,1,145
28578655,Mount Restwell,44581223,Andre,,Hyde Park,42.25222995296205,-71.11492552065619,Private room,65,1,0,,,3,293
28582166,Lemon Drop 1: verdant retreat 7 min walk to subway,3945438,Lisa,,Jamaica Plain,42.306558041425596,-71.11205099519297,Private room,70,3,0,,,4,70
28583454,Beautiful brand new bedroom in the mid of Boston 6,215617803,Zuzu,,Allston,42.35217193370161,-71.13326595063809,Private room,75,1,0,,,9,350
28583748,"Convenient! steps to redline, close to downtown",215731675,Linda,,Dorchester,42.292979243488155,-71.06339193818151,Entire home/apt,130,1,1,2018-09-23,1,1,129
28583967,Sunny 2BD Brookline apartment on Longwood,5418441,Olga,,Longwood Medical Area,42.33926648750203,-71.116307042,Entire home/apt,250,1,2,2018-10-08,2,1,71
28585417,Stylish 7 Bed Apt in Boston's North End by Domio,91548283,Domio,,North End,42.3656663814031,-71.05598262956357,Entire home/apt,129,3,0,,,43,127
28585983,Designer 3 Bedroom North End Apt by Domio,91548283,Domio,,North End,42.364073688895026,-71.05614527428754,Entire home/apt,129,3,0,,,43,128
28586005,Modern 3 Bedroom North End Apt by Domio,91548283,Domio,,North End,42.36554973353044,-71.05614287390792,Entire home/apt,129,3,0,,,43,120
28586017,Beautiful 2 Bedroom North End Apt by Domio,91548283,Domio,,North End,42.36502103761158,-71.05749178053539,Entire home/apt,99,3,0,,,43,125
28591210,"#Clean Cozy room, close to BU, BC, & 10min 2 HBS#",153165256,Reina,,Brighton,42.34267688599067,-71.14381806880489,Private room,56,2,1,2018-09-28,1,2,44
28602095,Spacious Room near the Subway,21674032,John,,Dorchester,42.31770811895638,-71.05744136562194,Private room,99,2,3,2018-09-30,3,2,146
28604046,Lemon Drop 3: verdant retreat 7 min walk to subway,3945438,Lisa,,Jamaica Plain,42.30670710850252,-71.11021488395397,Private room,70,3,1,2018-10-10,1,4,79
28606039,Samoset Place- Shawmut T. 1 min walk,188379166,Mildride,,Dorchester,42.29150365602753,-71.06595404121856,Entire home/apt,75,2,4,2018-10-01,4,1,62
28606510,Boston AMAZING location! YMCA 7/11 Bus 57 single ,62336740,Dmitriy,,Brighton,42.35071613846687,-71.16336818948409,Private room,69,1,0,,,7,365
28608411,"Comfy, modern, secure and location!",215912333,Welcome,,Roxbury,42.33639571367797,-71.07808719326323,Private room,120,1,2,2018-10-03,2,2,171
28608638,"Cozy, Sunny bedroom in the middle of Boston",215617803,Zuzu,,Allston,42.35061225688941,-71.13292831739649,Private room,72,1,0,,,9,353
28610562,Apartment near BC w/ 1 parking and key-less entry,156907137,Murat,,Brighton,42.34703770401798,-71.16605767984719,Entire home/apt,250,1,6,2018-10-07,6,3,71
28611767,*BRAND NEW AND MODERN* Chelsea Room,214020618,Bridget,,East Boston,42.37755537062406,-71.0351747557398,Private room,55,1,7,2018-10-08,7,4,49
28611810,6 BEDROOM AVAILABLE CLOSE FENWAY & DOWNTOWN BOSTON,211187848,Estefania,,Mission Hill,42.32738974068167,-71.10693514338021,Private room,85,1,1,2018-09-19,1,14,343
28611857,*CONTEMPORARY AND CONVENIENT* Trenton Room,214020618,Bridget,,East Boston,42.37634447809576,-71.03518684611917,Private room,55,2,1,2018-10-10,1,4,2
28612138,*CHIC AND BRAND NEW* Everett Room,214020618,Bridget,,East Boston,42.37736578914083,-71.03521620768619,Private room,55,1,6,2018-10-06,6,4,48
28616229,LUXURY HOTEL STYLE DOWNTOWN BOSTON,215970912,Esther,,Downtown,42.36127270979232,-71.05834105446861,Private room,155,1,5,2018-10-09,5,2,149
28632136,(461-G) Quiet Fenway Studio,21184200,Paige,,Fenway,42.34641678828981,-71.10472912444799,Entire home/apt,275,1,2,2018-10-04,2,42,97
28632149,(384-52) Beautiful one bed on Comm Ave,21184200,Paige,,Back Bay,42.34971930562859,-71.09026287243252,Entire home/apt,159,1,1,2018-10-09,1,42,310
28632986,Sophisticated 3BR in South End by Sonder,12243051,Sonder,,South End,42.34311346051946,-71.06483289763153,Entire home/apt,320,2,0,,,326,202
28634065,Quaint 2BR in South End by Sonder,12243051,Sonder,,South End,42.33988409017892,-71.07969502235436,Entire home/apt,388,2,0,,,326,211
28634067,Quaint 2BR in South End by Sonder,12243051,Sonder,,South End,42.34023607379987,-71.07951066052951,Entire home/apt,2353,2,0,,,326,73
28636244,"Private, secure and comfy Boston stay.",215912333,Welcome,,Roxbury,42.336086044891005,-71.07949141108209,Private room,110,1,3,2018-09-30,3,2,67
28637727,1 Private room close Fenway & Downtown Boston,211187848,Estefania,,Jamaica Plain,42.32562391460977,-71.10537196848003,Private room,140,1,1,2018-09-21,1,14,360
28638612,5 Private room close Fenway & Downtown Boston,186482792,Sole,,Jamaica Plain,42.32553458455584,-71.10591577892144,Private room,150,1,0,,,8,361
28639363,Luxurious Cozy 1,216116811,Manuel,,Dorchester,42.3072046783519,-71.06750804664968,Private room,45,1,3,2018-10-01,3,3,217
28639832,Luxurious Cozy 2,216116811,Manuel,,Dorchester,42.30681656813872,-71.06789150510816,Private room,45,1,0,,,3,235
28640081,Luxurious Cozy 3 with private bathroom,216116811,Manuel,,Dorchester,42.30669420896343,-71.06787841073371,Private room,45,1,5,2018-10-10,5,3,240
28640732,Clarita's Place 1,148305529,Clara M,,Brighton,42.35836187693584,-71.14216529730889,Private room,75,1,0,,,9,359
28640771,Clarita's Place 7,148305529,Clara M,,Brighton,42.35848422798161,-71.14254084892957,Private room,75,1,1,2018-10-07,1,9,360
28640787,Clarita's Place 3,148305529,Clara M,,Brighton,42.3604300043971,-71.14296868509881,Private room,75,1,1,2018-10-09,1,9,356
28641409,Clarita's Place 8,148305529,Clara M,,Brighton,42.35988217712828,-71.14119354947475,Private room,75,1,1,2018-09-27,1,9,359
28643134,"Brighton, MA Guesthouse for rent, Unit 1A (1st Fl)",166004722,Wang,,Brighton,42.357499809604846,-71.15712564361498,Private room,55,30,0,,,4,283
28658262,Modern Jamaica Plain - Boston,212266463,Robert,,Jamaica Plain,42.32248607214867,-71.10328637828489,Entire home/apt,135,1,4,2018-10-06,4,1,11
28658394,"★ 15 Mins to Downtown Boston, Logan Airport ★",176261262,Sun,,Dorchester,42.319702868722906,-71.04354594464502,Private room,85,1,5,2018-10-04,5,1,56
